#delay;msgtype;kwargs
0.685000;STATE;{"direction": 1, "name": "REC", "probe": "SHIRT", "value": true, "serialpos": 0, "expecting": "FLAME"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "SHIRT", "value": true, "serialpos": 0, "expecting": "FLAME"}
4.031000;STATE;{"direction": 1, "name": "PROBE", "probe": "SHIRT", "value": false, "serialpos": 0, "expecting": "FLAME"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "SHIRT", "value": false, "serialpos": 0, "expecting": "FLAME"}
0.727000;STATE;{"direction": 0, "name": "REC", "probe": "STICK", "value": true, "serialpos": 5, "expecting": "WAND"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "STICK", "value": true, "serialpos": 5, "expecting": "WAND"}
4.041000;STATE;{"direction": 0, "name": "PROBE", "probe": "STICK", "value": false, "serialpos": 5, "expecting": "WAND"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "STICK", "value": false, "serialpos": 5, "expecting": "WAND"}
0.643000;STATE;{"direction": 1, "name": "REC", "probe": "BALL", "value": true, "serialpos": 2, "expecting": "HAWK"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "BALL", "value": true, "serialpos": 2, "expecting": "HAWK"}
4.026000;STATE;{"direction": 1, "name": "PROBE", "probe": "BALL", "value": false, "serialpos": 2, "expecting": "HAWK"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "BALL", "value": false, "serialpos": 2, "expecting": "HAWK"}
0.591000;STATE;{"direction": 0, "name": "REC", "probe": "NET", "value": true, "serialpos": 3, "expecting": "SHRIMP"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "NET", "value": true, "serialpos": 3, "expecting": "SHRIMP"}
4.041000;STATE;{"direction": 0, "name": "PROBE", "probe": "NET", "value": false, "serialpos": 3, "expecting": "SHRIMP"}
1.001000;STATE;{"direction": 0, "name": "REC", "probe": "NET", "value": false, "serialpos": 3, "expecting": "SHRIMP"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "listno": 7, "name": "TRIAL", "value": false}
0.020000;STATE;{"phase_type": "NON-STIM", "listno": 8, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 8}
0.010000;STATE;{"name": "WAITING", "value": true}
0.163000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.428000;STATE;{"name": "COUNTDOWN", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.039000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.522000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word1", "value": true, "serialpos": 0, "word1": "SLUSH", "word2": "SLIME", "phase_type": "NON-STIM"}
4.029000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word1", "value": false, "serialpos": 0, "word1": "SLUSH", "word2": "SLIME", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.250000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.610000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "WALL", "word2": "DITCH", "phase_type": "NON-STIM"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "WALL", "word2": "DITCH", "phase_type": "NON-STIM"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.033000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.672000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "GLASS", "word2": "JUICE", "phase_type": "NON-STIM"}
4.027000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "GLASS", "word2": "JUICE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.100000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.575000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "PARK", "word2": "HEN", "phase_type": "NON-STIM"}
4.027000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "PARK", "word2": "HEN", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.233000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.744000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word2", "value": true, "serialpos": 4, "word1": "STRING", "word2": "LAMB", "phase_type": "NON-STIM"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word2", "value": false, "serialpos": 4, "word1": "STRING", "word2": "LAMB", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.049000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.561000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word2", "value": true, "serialpos": 5, "word1": "SOUP", "word2": "PEARL", "phase_type": "NON-STIM"}
4.040000;STATE;{"name": "STUDY_PAIR", "listno": 8, "cue_pos": "word2", "value": false, "serialpos": 5, "word1": "SOUP", "word2": "PEARL", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
20.802000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.518000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.066000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.647000;STATE;{"direction": 1, "name": "REC", "probe": "JUICE", "value": true, "serialpos": 2, "expecting": "GLASS"}
0.001000;STATE;{"direction": 1, "name": "PROBE", "probe": "JUICE", "value": true, "serialpos": 2, "expecting": "GLASS"}
4.036000;STATE;{"direction": 1, "name": "PROBE", "probe": "JUICE", "value": false, "serialpos": 2, "expecting": "GLASS"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "JUICE", "value": false, "serialpos": 2, "expecting": "GLASS"}
0.635000;STATE;{"direction": 0, "name": "REC", "probe": "WALL", "value": true, "serialpos": 1, "expecting": "DITCH"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "WALL", "value": true, "serialpos": 1, "expecting": "DITCH"}
4.031000;STATE;{"direction": 0, "name": "PROBE", "probe": "WALL", "value": false, "serialpos": 1, "expecting": "DITCH"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "WALL", "value": false, "serialpos": 1, "expecting": "DITCH"}
0.594000;STATE;{"direction": 0, "name": "REC", "probe": "SLUSH", "value": true, "serialpos": 0, "expecting": "SLIME"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "SLUSH", "value": true, "serialpos": 0, "expecting": "SLIME"}
4.042000;STATE;{"direction": 0, "name": "PROBE", "probe": "SLUSH", "value": false, "serialpos": 0, "expecting": "SLIME"}
0.999000;STATE;{"direction": 0, "name": "REC", "probe": "SLUSH", "value": false, "serialpos": 0, "expecting": "SLIME"}
0.532000;STATE;{"direction": 0, "name": "REC", "probe": "PARK", "value": true, "serialpos": 3, "expecting": "HEN"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "PARK", "value": true, "serialpos": 3, "expecting": "HEN"}
4.035000;STATE;{"direction": 0, "name": "PROBE", "probe": "PARK", "value": false, "serialpos": 3, "expecting": "HEN"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "PARK", "value": false, "serialpos": 3, "expecting": "HEN"}
0.727000;STATE;{"direction": 1, "name": "REC", "probe": "LAMB", "value": true, "serialpos": 4, "expecting": "STRING"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "LAMB", "value": true, "serialpos": 4, "expecting": "STRING"}
4.039000;STATE;{"direction": 1, "name": "PROBE", "probe": "LAMB", "value": false, "serialpos": 4, "expecting": "STRING"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "LAMB", "value": false, "serialpos": 4, "expecting": "STRING"}
0.604000;STATE;{"direction": 1, "name": "REC", "probe": "PEARL", "value": true, "serialpos": 5, "expecting": "SOUP"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "PEARL", "value": true, "serialpos": 5, "expecting": "SOUP"}
4.030000;STATE;{"direction": 1, "name": "PROBE", "probe": "PEARL", "value": false, "serialpos": 5, "expecting": "SOUP"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "PEARL", "value": false, "serialpos": 5, "expecting": "SOUP"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "listno": 8, "name": "TRIAL", "value": false}
0.018000;STATE;{"phase_type": "NON-STIM", "listno": 9, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 9}
0.010000;STATE;{"name": "WAITING", "value": true}
0.648000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.428000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.120000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.571000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "LOCK", "word2": "PRINCE", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "LOCK", "word2": "PRINCE", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.247000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.699000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "BIRD", "word2": "SNOW", "phase_type": "NON-STIM"}
4.036000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "BIRD", "word2": "SNOW", "phase_type": "NON-STIM"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.182000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.739000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "COIN", "word2": "HORSE", "phase_type": "NON-STIM"}
4.030000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "COIN", "word2": "HORSE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.131000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.596000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "RUG", "word2": "DEER", "phase_type": "NON-STIM"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "RUG", "word2": "DEER", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.117000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.685000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word2", "value": true, "serialpos": 4, "word1": "PURSE", "word2": "SWORD", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word2", "value": false, "serialpos": 4, "word1": "PURSE", "word2": "SWORD", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.266000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.688000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word1", "value": true, "serialpos": 5, "word1": "PLATE", "word2": "STORM", "phase_type": "NON-STIM"}
4.029000;STATE;{"name": "STUDY_PAIR", "listno": 9, "cue_pos": "word1", "value": false, "serialpos": 5, "word1": "PLATE", "word2": "STORM", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
20.136000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.630000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.037000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.515000;STATE;{"direction": 1, "name": "REC", "probe": "SWORD", "value": true, "serialpos": 4, "expecting": "PURSE"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "SWORD", "value": true, "serialpos": 4, "expecting": "PURSE"}
4.035000;STATE;{"direction": 1, "name": "PROBE", "probe": "SWORD", "value": false, "serialpos": 4, "expecting": "PURSE"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "SWORD", "value": false, "serialpos": 4, "expecting": "PURSE"}
0.750000;STATE;{"direction": 0, "name": "REC", "probe": "PLATE", "value": true, "serialpos": 5, "expecting": "STORM"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "PLATE", "value": true, "serialpos": 5, "expecting": "STORM"}
4.034000;STATE;{"direction": 0, "name": "PROBE", "probe": "PLATE", "value": false, "serialpos": 5, "expecting": "STORM"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "PLATE", "value": false, "serialpos": 5, "expecting": "STORM"}
0.601000;STATE;{"direction": 1, "name": "REC", "probe": "PRINCE", "value": true, "serialpos": 0, "expecting": "LOCK"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "PRINCE", "value": true, "serialpos": 0, "expecting": "LOCK"}
4.032000;STATE;{"direction": 1, "name": "PROBE", "probe": "PRINCE", "value": false, "serialpos": 0, "expecting": "LOCK"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "PRINCE", "value": false, "serialpos": 0, "expecting": "LOCK"}
0.716000;STATE;{"direction": 0, "name": "REC", "probe": "RUG", "value": true, "serialpos": 3, "expecting": "DEER"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "RUG", "value": true, "serialpos": 3, "expecting": "DEER"}
4.034000;STATE;{"direction": 0, "name": "PROBE", "probe": "RUG", "value": false, "serialpos": 3, "expecting": "DEER"}
0.999000;STATE;{"direction": 0, "name": "REC", "probe": "RUG", "value": false, "serialpos": 3, "expecting": "DEER"}
0.685000;STATE;{"direction": 1, "name": "REC", "probe": "HORSE", "value": true, "serialpos": 2, "expecting": "COIN"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "HORSE", "value": true, "serialpos": 2, "expecting": "COIN"}
4.033000;STATE;{"direction": 1, "name": "PROBE", "probe": "HORSE", "value": false, "serialpos": 2, "expecting": "COIN"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "HORSE", "value": false, "serialpos": 2, "expecting": "COIN"}
0.606000;STATE;{"direction": 0, "name": "REC", "probe": "BIRD", "value": true, "serialpos": 1, "expecting": "SNOW"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "BIRD", "value": true, "serialpos": 1, "expecting": "SNOW"}
4.026000;STATE;{"direction": 0, "name": "PROBE", "probe": "BIRD", "value": false, "serialpos": 1, "expecting": "SNOW"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "BIRD", "value": false, "serialpos": 1, "expecting": "SNOW"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "listno": 9, "name": "TRIAL", "value": false}
0.021000;STATE;{"phase_type": "NON-STIM", "listno": 10, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 10}
0.010000;STATE;{"name": "WAITING", "value": true}
0.311000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.429000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.071000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.573000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "RIB", "word2": "GATE", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "RIB", "word2": "GATE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.180000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.699000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word2", "value": true, "serialpos": 1, "word1": "ARK", "word2": "BEAK", "phase_type": "NON-STIM"}
4.035000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word2", "value": false, "serialpos": 1, "word1": "ARK", "word2": "BEAK", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.267000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.542000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word1", "value": true, "serialpos": 2, "word1": "EAR", "word2": "PALM", "phase_type": "NON-STIM"}
4.042000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word1", "value": false, "serialpos": 2, "word1": "EAR", "word2": "PALM", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.148000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.554000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "CHIEF", "word2": "MOLE", "phase_type": "NON-STIM"}
4.030000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "CHIEF", "word2": "MOLE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.116000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.618000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word1", "value": true, "serialpos": 4, "word1": "CAR", "word2": "SEAL", "phase_type": "NON-STIM"}
4.034000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word1", "value": false, "serialpos": 4, "word1": "CAR", "word2": "SEAL", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.115000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.729000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word2", "value": true, "serialpos": 5, "word1": "BOMB", "word2": "ROAD", "phase_type": "NON-STIM"}
4.039000;STATE;{"name": "STUDY_PAIR", "listno": 10, "cue_pos": "word2", "value": false, "serialpos": 5, "word1": "BOMB", "word2": "ROAD", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
20.568000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.551000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.216000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.524000;STATE;{"direction": 1, "name": "REC", "probe": "GATE", "value": true, "serialpos": 0, "expecting": "RIB"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "GATE", "value": true, "serialpos": 0, "expecting": "RIB"}
4.027000;STATE;{"direction": 1, "name": "PROBE", "probe": "GATE", "value": false, "serialpos": 0, "expecting": "RIB"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "GATE", "value": false, "serialpos": 0, "expecting": "RIB"}
0.525000;STATE;{"direction": 1, "name": "REC", "probe": "ROAD", "value": true, "serialpos": 5, "expecting": "BOMB"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "ROAD", "value": true, "serialpos": 5, "expecting": "BOMB"}
4.042000;STATE;{"direction": 1, "name": "PROBE", "probe": "ROAD", "value": false, "serialpos": 5, "expecting": "BOMB"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "ROAD", "value": false, "serialpos": 5, "expecting": "BOMB"}
0.598000;STATE;{"direction": 0, "name": "REC", "probe": "CAR", "value": true, "serialpos": 4, "expecting": "SEAL"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "CAR", "value": true, "serialpos": 4, "expecting": "SEAL"}
4.037000;STATE;{"direction": 0, "name": "PROBE", "probe": "CAR", "value": false, "serialpos": 4, "expecting": "SEAL"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "CAR", "value": false, "serialpos": 4, "expecting": "SEAL"}
0.689000;STATE;{"direction": 1, "name": "REC", "probe": "BEAK", "value": true, "serialpos": 1, "expecting": "ARK"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "BEAK", "value": true, "serialpos": 1, "expecting": "ARK"}
4.029000;STATE;{"direction": 1, "name": "PROBE", "probe": "BEAK", "value": false, "serialpos": 1, "expecting": "ARK"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "BEAK", "value": false, "serialpos": 1, "expecting": "ARK"}
0.644000;STATE;{"direction": 0, "name": "REC", "probe": "EAR", "value": true, "serialpos": 2, "expecting": "PALM"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "EAR", "value": true, "serialpos": 2, "expecting": "PALM"}
4.039000;STATE;{"direction": 0, "name": "PROBE", "probe": "EAR", "value": false, "serialpos": 2, "expecting": "PALM"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "EAR", "value": false, "serialpos": 2, "expecting": "PALM"}
0.678000;STATE;{"direction": 0, "name": "REC", "probe": "CHIEF", "value": true, "serialpos": 3, "expecting": "MOLE"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "CHIEF", "value": true, "serialpos": 3, "expecting": "MOLE"}
4.039000;STATE;{"direction": 0, "name": "PROBE", "probe": "CHIEF", "value": false, "serialpos": 3, "expecting": "MOLE"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "CHIEF", "value": false, "serialpos": 3, "expecting": "MOLE"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "listno": 10, "name": "TRIAL", "value": false}
0.020000;STATE;{"phase_type": "NON-STIM", "listno": 11, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 11}
0.001181;STATE;{"name": "WAITING", "value": true}
0.445000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.429000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.088000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.742000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "SHEEP", "word2": "VASE", "phase_type": "NON-STIM"}
4.028000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "SHEEP", "word2": "VASE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.262000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.572000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "CHALK", "word2": "MOUTH", "phase_type": "NON-STIM"}
4.030000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "CHALK", "word2": "MOUTH", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.217000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.735000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "HOLE", "word2": "PLANE", "phase_type": "NON-STIM"}
4.032000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "HOLE", "word2": "PLANE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.032000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.749000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "FLOOR", "word2": "INK", "phase_type": "NON-STIM"}
4.034000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "FLOOR", "word2": "INK", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.100000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.730000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word1", "value": true, "serialpos": 4, "word1": "MUG", "word2": "SMILE", "phase_type": "NON-STIM"}
4.036000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word1", "value": false, "serialpos": 4, "word1": "MUG", "word2": "SMILE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.167000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.703000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word2", "value": true, "serialpos": 5, "word1": "SWAMP", "word2": "WORLD", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 11, "cue_pos": "word2", "value": false, "serialpos": 5, "word1": "SWAMP", "word2": "WORLD", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
20.101000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.632000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.071000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.617000;STATE;{"direction": 1, "name": "REC", "probe": "VASE", "value": true, "serialpos": 0, "expecting": "SHEEP"}
